SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE (Possibly extinct),PEW (Possibly extinct in the wild),Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,Red List Area of Occurrence,Red List Extent of Occurrence (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
22686643,12860,Swifts,Zoonavena thomensis,Sao Tome Spinetail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4300,Unknown,not applicable,Stable,suspected
22686649,12870,Swifts,Zoonavena sylvatica,White-rumped Spinetail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1960000,Unknown,not applicable,Stable,suspected
22686652,12880,Swifts,Telacanthura ussheri,Mottled Spinetail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,14400000,Unknown,not applicable,Decreasing,inferred
22686656,12890,Swifts,Telacanthura melanopygia,Black Spinetail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,1830000,Unknown,not applicable,Decreasing,suspected
22686661,12900,Swifts,Rhaphidura leucopygialis,Silver-rumped Spinetail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4250000,Unknown,not applicable,Stable,suspected
22686664,12910,Swifts,Rhaphidura sabini,Sabine's Spinetail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,4380000,Unknown,not applicable,Decreasing,suspected
22686668,12920,Swifts,Neafrapus cassini,Cassin's Spinetail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,4290000,Unknown,not applicable,Decreasing,suspected
22686672,12930,Swifts,Neafrapus boehmi,B?hm's Spinetail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,5370000,Unknown,not applicable,Decreasing,inferred
22730119,12940,Swifts,Chaetura fumosa,Costa Rican Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,29200,20000-49999,suspected,Stable,suspected
22686693,12950,Swifts,Chaetura spinicaudus,Band-rumped Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,6770000,500000-4999999,estimated,Decreasing,suspected
22686698,12960,Swifts,Chaetura martinica,Lesser Antillean Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,22300,Unknown,not applicable,Stable,suspected
22686701,12970,Swifts,Chaetura cinereiventris,Grey-rumped Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,13600000,50000000,estimated,Decreasing,suspected
22686706,12980,Swifts,Chaetura egregia,Pale-rumped Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2970000,Unknown,not applicable,Decreasing,suspected
154632189,12990,Swifts,Chaetura vauxi,Vaux's Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,8450000,860000,estimated,Decreasing,estimated
154632117,13000,Swifts,Chaetura andrei,Ashy-tailed Swift,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,406000,2500-9999,inferred,Decreasing,inferred
22686709,13010,Swifts,Chaetura pelagica,Chimney Swift,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,8580000,7700000,estimated,Decreasing,estimated
22686717,13020,Swifts,Chaetura chapmani,Chapman's Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,7340000,50000-499999,estimated,Decreasing,suspected
22733018,13030,Swifts,Chaetura meridionalis,Southern Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,6080000,Unknown,not applicable,Decreasing,suspected
22686725,13040,Swifts,Chaetura brachyura,Short-tailed Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,9940000,5000000-50000000,estimated,Stable,suspected
22686677,13110,Swifts,Hirundapus caudacutus,White-throated Needletail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,17000000,Unknown,not applicable,Stable,suspected
22686684,13120,Swifts,Hirundapus cochinchinensis,Silver-backed Needletail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,2470000,Unknown,not applicable,Decreasing,suspected
22686687,13130,Swifts,Hirundapus giganteus,Brown-backed Needletail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,11700000,Unknown,not applicable,Decreasing,suspected
22686690,13140,Swifts,Hirundapus celebensis,Purple Needletail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1170000,Unknown,not applicable,Stable,suspected
22686504,13150,Swifts,Collocalia troglodytes,Pygmy Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,888000,Unknown,not applicable,Decreasing,inferred
22686498,13160,Swifts,Collocalia linchi,Cave Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2810000,Unknown,not applicable,Decreasing,suspected
22686495,13170,Swifts,Collocalia esculenta,Glossy Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,21100000,Unknown,not applicable,Stable,suspected
22686485,13330,Swifts,Hydrochous gigas,Waterfall Swift,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,2130000,Unknown,not applicable,Decreasing,suspected
22686552,13340,Swifts,Aerodramus papuensis,Papuan Swiftlet,DD,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,300000,Unknown,not applicable,Unknown,
22686549,13350,Swifts,Aerodramus whiteheadi,Whitehead's Swiftlet,DD,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,170000,Unknown,not applicable,Decreasing,suspected
22728501,13360,Swifts,Aerodramus nuditarsus,Bare-legged Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,398000,Unknown,not applicable,Decreasing,suspected
22686555,13370,Swifts,Aerodramus orientalis,Mayr's Swiftlet,DD,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,Unknown,Unknown,not applicable,Unknown,not applicable
22686522,13380,Swifts,Aerodramus infuscatus,Moluccan Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,931000,Unknown,not applicable,Decreasing,inferred
22686525,13390,Swifts,Aerodramus hirundinaceus,Mountain Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,957000,Unknown,not applicable,Stable,suspected
22686534,13400,Swifts,Aerodramus terraereginae,Australian Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,223000,Unknown,estimated,Stable,suspected
60824542,13410,Swifts,Aerodramus brevirostris,Himalayan Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,3630000,Unknown,not applicable,Stable,suspected
22686543,13420,Swifts,Aerodramus vulcanorum,Volcano Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,870,17700,Unknown,not applicable,Stable,suspected
22686610,13430,Swifts,Aerodramus maximus,Black-nest Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4580000,Unknown,not applicable,Decreasing,suspected
60835335,13440,Swifts,Aerodramus vanikorensis,Uniform Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,11200000,Unknown,not applicable,Stable,suspected
22686581,13450,Swifts,Aerodramus sawtelli,Atiu Swiftlet,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,8,31,340-400,estimated,Stable,suspected
60838951,13460,Swifts,Aerodramus leucophaeus,Polynesian Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,235000,Unknown,estimated,Stable,suspected
22686576,13470,Swifts,Aerodramus inquietus,Caroline Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,72800,Unknown,,Stable,suspected
22686573,13480,Swifts,Aerodramus pelewensis,Palau Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1700,Unknown,not applicable,Stable,suspected
22728583,13490,Swifts,Aerodramus bartschi,Mariana Swiftlet,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,1004,4400,3000-5000,estimated,Decreasing,estimated
22686519,13500,Swifts,Aerodramus mearnsi,Philippine Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,856000,Unknown,not applicable,Stable,suspected
22686528,13510,Swifts,Aerodramus spodiopygius,White-rumped Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,5430000,Unknown,estimated,Stable,suspected
22686516,13520,Swifts,Aerodramus unicolor,Indian Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,434000,Unknown,not applicable,Decreasing,suspected
22686511,13530,Swifts,Aerodramus francicus,Mascarene Swiftlet,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,16200,10000-19999,estimated,Decreasing,suspected
22686507,13540,Swifts,Aerodramus elaphrus,Seychelles Swiftlet,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,1300,1700-2000,estimated,Stable,suspected
60847684,13550,Swifts,Aerodramus fuciphagus,Edible-nest Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,8910000,Unknown,not applicable,Decreasing,suspected
22686558,13560,Swifts,Aerodramus salangana,Mossy-nest Swiftlet,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2890000,Unknown,not applicable,Decreasing,inferred
157470471,13570,Swifts,Schoutedenapus myoptilus,Scarce Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,5070000,Unknown,not applicable,Stable,suspected
22686733,13600,Swifts,Aeronautes saxatalis,White-throated Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,6580000,3200000,estimated,Decreasing,estimated
22686736,13610,Swifts,Aeronautes montivagus,White-tipped Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,5550000,Unknown,not applicable,Decreasing,suspected
22686739,13620,Swifts,Aeronautes andecolus,Andean Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2400000,Unknown,not applicable,Stable,suspected
22686742,13630,Swifts,Tachornis phoenicobia,Antillean Palm Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,569000,Unknown,not applicable,Stable,suspected
22686747,13640,Swifts,Tachornis furcata,Pygmy Palm Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,56400,Unknown,not applicable,Decreasing,inferred
22686751,13650,Swifts,Tachornis squamata,Fork-tailed Palm Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,10500000,Unknown,not applicable,Stable,suspected
22686756,13660,Swifts,Panyptila sanctihieronymi,Great Swallow-tailed Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,672000,20000-49999,estimated,Decreasing,suspected
22686759,13670,Swifts,Panyptila cayennensis,Lesser Swallow-tailed Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,15900000,500000-4999999,estimated,Decreasing,suspected
155257123,13680,Swifts,Cypsiurus parvus,African Palm Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,26500000,Unknown,not applicable,Increasing,suspected
155257132,13690,Swifts,Cypsiurus gracilis,Malagasy Palm Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,690000,Unknown,not applicable,Stable,suspected
22686769,13700,Swifts,Cypsiurus balasiensis,Asian Palm Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,17700000,Unknown,not applicable,Stable,suspected
22686774,13720,Swifts,Tachymarptis melba,Alpine Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,61100000,2160000-4870000,estimated,Unknown,suspected
22686788,13730,Swifts,Tachymarptis aequatorialis,Mottled Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,16700000,Unknown,not applicable,Stable,suspected
22686853,13740,Swifts,Apus acuticauda,Dark-rumped Swift,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,290000,900-10000,suspected,Stable,suspected
22686845,13750,Swifts,Apus pacificus,Pacific Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,27400000,Unknown,not applicable,Stable,suspected
22686882,13760,Swifts,Apus caffer,White-rumped Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,33500000,Unknown,not applicable,Increasing,suspected
22686887,13770,Swifts,Apus batesi,Bates's Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1130000,Unknown,not applicable,Decreasing,inferred
22724997,13780,Swifts,Apus horus,Horus Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,14000000,Unknown,not applicable,Increasing,suspected
22686861,13790,Swifts,Apus nipalensis,House Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,20700000,Unknown,not applicable,Increasing,suspected
22686856,13800,Swifts,Apus affinis,Little Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,60600000,Unknown,not applicable,Increasing,suspected
22686811,13810,Swifts,Apus niansae,Nyanza Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,2140000,Unknown,not applicable,Stable,suspected
22686835,13820,Swifts,Apus bradfieldi,Bradfield's Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1300000,Unknown,not applicable,Stable,suspected
22686819,13830,Swifts,Apus barbatus,African Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,15200000,Unknown,,Decreasing,inferred
22686825,13840,Swifts,Apus sladeniae,Fernando Po Swift,DD,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,93,Unknown,not applicable,Unknown,not applicable
22686839,13850,Swifts,Apus balstoni,Madagascar Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,TRUE,Unknown,928000,Unknown,not applicable,Decreasing,inferred
22686831,13860,Swifts,Apus berliozi,Forbes-Watson's Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,TRUE,Unknown,1410000,Unknown,not applicable,Stable,suspected
22686806,13870,Swifts,Apus unicolor,Plain Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,TRUE,Unknown,179000,15000-40000,estimated,Unknown,suspected
22686795,13880,Swifts,Apus alexandri,Cape Verde Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,32100,Unknown,not applicable,Stable,suspected
22686815,13890,Swifts,Apus pallidus,Pallid Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,TRUE,Unknown,18700000,800000-1499999,estimated,Stable,suspected
22686800,13900,Swifts,Apus apus,Common Swift,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,39800000,95000000-164999999,estimated,Stable,suspected
22687759,13970,Hummingbirds,Topaza pella,Crimson Topaz,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2980000,Unknown,not applicable,Decreasing,not applicable
22687756,13980,Hummingbirds,Topaza pyra,Fiery Topaz,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2400000,Unknown,not applicable,Decreasing,suspected
22687097,13990,Hummingbirds,Florisuga mellivora,White-necked Jacobin,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,11800000,5000000-50000000,suspected,Decreasing,suspected
22687100,14000,Hummingbirds,Florisuga fusca,Black Jacobin,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1790000,Unknown,not applicable,Unknown,not applicable
22687013,14010,Hummingbirds,Eutoxeres aquila,White-tipped Sicklebill,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1540000,50000-499999,suspected,Decreasing,suspected
22687016,14020,Hummingbirds,Eutoxeres condamini,Buff-tailed Sicklebill,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1030000,Unknown,not applicable,Decreasing,not applicable
22687022,14030,Hummingbirds,Ramphodon naevius,Saw-billed Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,378000,175000-1710000,suspected,Decreasing,suspected
22687026,14040,Hummingbirds,Glaucis dohrnii,Hook-billed Hermit,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,102000,2500-9999,estimated,Decreasing,inferred
22686903,14050,Hummingbirds,Glaucis aeneus,Bronzy Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,856000,500000-4999999,suspected,Decreasing,suspected
22686911,14060,Hummingbirds,Glaucis hirsutus,Rufous-breasted Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,13000000,5000000-50000000,suspected,Decreasing,suspected
22686925,14070,Hummingbirds,Threnetes ruckeri,Band-tailed Barbthroat,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2270000,500000-4999999,suspected,Decreasing,suspected
219584015,14080,Hummingbirds,Threnetes leucurus,Pale-tailed Barbthroat,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,7000000,Unknown,not applicable,Decreasing,suspected
219584149,14090,Hummingbirds,Threnetes niger,Sooty Barbthroat,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,398000,Unknown,not applicable,Stable,suspected
22686985,14130,Hummingbirds,Anopetia gounellei,Broad-tipped Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,563000,Unknown,not applicable,Unknown,not applicable
22686952,14140,Hummingbirds,Phaethornis hispidus,White-bearded Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,5330000,Unknown,not applicable,Decreasing,suspected
22686931,14150,Hummingbirds,Phaethornis yaruqui,White-whiskered Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,252000,50000-499999,suspected,Decreasing,suspected
22686934,14160,Hummingbirds,Phaethornis guy,Green Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4640000,500000-4999999,suspected,Decreasing,suspected
22686937,14170,Hummingbirds,Phaethornis syrmatophorus,Tawny-bellied Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,564000,Unknown,not applicable,Decreasing,not applicable
22686961,14180,Hummingbirds,Phaethornis koepckeae,Koepcke's Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,268000,13000-57000,inferred,Decreasing,suspected
22686965,14190,Hummingbirds,Phaethornis philippii,Needle-billed Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2030000,Unknown,not applicable,Unknown,not applicable
154797056,14200,Hummingbirds,Phaethornis bourcieri,Straight-billed Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,3990000,Unknown,not applicable,Stable,suspected
154797026,14210,Hummingbirds,Phaethornis major,Ash-bellied Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,449000,Unknown,not applicable,Stable,suspected
22725723,14220,Hummingbirds,Phaethornis longirostris,Long-billed Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1650000,Unknown,not applicable,Decreasing,suspected
22726352,14230,Hummingbirds,Phaethornis mexicanus,Mexican Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,251000,20000-49999,suspected,Decreasing,suspected
22686940,14240,Hummingbirds,Phaethornis superciliosus,Long-tailed Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,3030000,Unknown,,Decreasing,inferred
22725731,14250,Hummingbirds,Phaethornis baroni,Ecuadorian Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,104000,Unknown,not applicable,Decreasing,suspected
22686946,14260,Hummingbirds,Phaethornis malaris,Great-billed Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,10300000,Unknown,not applicable,Decreasing,suspected
22686955,14270,Hummingbirds,Phaethornis anthophilus,Pale-bellied Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1100000,500000-4999999,suspected,Decreasing,suspected
22733913,14280,Hummingbirds,Phaethornis squalidus,Dusky-throated Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,652000,Unknown,,Decreasing,not applicable
22733918,14290,Hummingbirds,Phaethornis rupurumii,Streak-throated Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1350000,Unknown,not applicable,Decreasing,not applicable
22736557,14300,Hummingbirds,Phaethornis longuemareus,Little Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,847000,Unknown,,Decreasing,suspected
22736463,14310,Hummingbirds,Phaethornis aethopygus,Tapajos Hermit,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,272000,Unknown,not applicable,Decreasing,estimated
22687010,14320,Hummingbirds,Phaethornis idaliae,Minute Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,193000,Unknown,not applicable,Decreasing,inferred
22686982,14330,Hummingbirds,Phaethornis nattereri,Cinnamon-throated Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1770000,Unknown,not applicable,Decreasing,inferred
22733197,14340,Hummingbirds,Phaethornis atrimentalis,Black-throated Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1190000,Unknown,not applicable,Decreasing,not applicable
22730147,14350,Hummingbirds,Phaethornis striigularis,Stripe-throated Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,3920000,50000-499999,suspected,Decreasing,suspected
22726661,14360,Hummingbirds,Phaethornis griseogularis,Grey-chinned Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1980000,Unknown,not applicable,Decreasing,not applicable
22726671,14370,Hummingbirds,Phaethornis porcullae,Porculla Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,33400,Unknown,not applicable,Decreasing,not applicable
22686991,14380,Hummingbirds,Phaethornis ruber,Reddish Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,11300000,Unknown,not applicable,Decreasing,not applicable
22686994,14390,Hummingbirds,Phaethornis stuarti,White-browed Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,263000,Unknown,not applicable,Decreasing,not applicable
22686979,14400,Hummingbirds,Phaethornis subochraceus,Buff-bellied Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,554000,Unknown,not applicable,Decreasing,inferred
22686973,14410,Hummingbirds,Phaethornis augusti,Sooty-capped Hermit,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1370000,Unknown,not applicable,Stable,suspected
