SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE (Possibly extinct),PEW (Possibly extinct in the wild),Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,Red List Area of Occurrence,Red List Extent of Occurrence (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
45020636,10,Ostriches,Struthio camelus,Common Ostrich,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,24400000,Unknown,not applicable,Decreasing,suspected
22732795,20,Ostriches,Struthio molybdophanes,Somali Ostrich,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1660000,Unknown,not applicable,Decreasing,inferred
22678073,40,Rheas,Rhea americana,Greater Rhea,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,8740000,Unknown,not applicable,Decreasing,inferred
22678081,50,Rheas,Rhea pennata,Lesser Rhea,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,2600000,Unknown,not applicable,Decreasing,suspected
22678157,100,Tinamous,Nothocercus julius,Tawny-breasted Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1210000,Unknown,not applicable,Decreasing,suspected
22678154,110,Tinamous,Nothocercus bonapartei,Highland Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2004000,50000-500000,suspected,Decreasing,suspected
22678160,120,Tinamous,Nothocercus nigrocapillus,Hooded Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,586000,100000-499999,estimated,Decreasing,suspected
22678135,130,Tinamous,Tinamus tao,Grey Tinamou,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,8520000,100000-499999,estimated,Decreasing,inferred
22678139,140,Tinamous,Tinamus solitarius,Solitary Tinamou,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1930000,50000-200000,estimated,Decreasing,inferred
22678145,150,Tinamous,Tinamus osgoodi,Black Tinamou,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,969000,1900-4400,suspected,Decreasing,inferred
22678148,160,Tinamous,Tinamus major,Great Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,11900000,5000000-49999999,suspected,Decreasing,inferred
22678151,170,Tinamous,Tinamus guttatus,White-throated Tinamou,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,5250000,200000-500000,suspected,Decreasing,inferred
22678163,180,Tinamous,Crypturellus berlepschi,Berlepsch's Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,104000,Unknown,not applicable,Decreasing,suspected
22678166,190,Tinamous,Crypturellus cinereus,Cinereous Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,6630000,Unknown,not applicable,Decreasing,suspected
22678172,200,Tinamous,Crypturellus ptaritepui,Tepui Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,8400,20700,Unknown,not applicable,Stable,suspected
22678169,210,Tinamous,Crypturellus soui,Little Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,15200000,500000-5000000,suspected,Decreasing,suspected
22678176,220,Tinamous,Crypturellus obsoletus,Brown Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1180000,Unknown,not applicable,Decreasing,suspected
22678182,230,Tinamous,Crypturellus undulatus,Undulated Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,10600000,Unknown,not applicable,Decreasing,suspected
22678188,240,Tinamous,Crypturellus strigulosus,Brazilian Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4650000,Unknown,not applicable,Decreasing,suspected
22678213,250,Tinamous,Crypturellus duidae,Grey-legged Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1340000,100000-499999,estimated,Decreasing,inferred
22729569,260,Tinamous,Crypturellus erythropus,Red-legged Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2750000,Unknown,not applicable,Decreasing,suspected
22678217,270,Tinamous,Crypturellus noctivagus,Yellow-legged Tinamou,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2230000,10000-19999,suspected,Decreasing,inferred
22678220,280,Tinamous,Crypturellus atrocapillus,Black-capped Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,486000,80000-300000,inferred,Decreasing,inferred
22678179,290,Tinamous,Crypturellus cinnamomeus,Thicket Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2293000,500000-4999999,suspected,Decreasing,suspected
22678185,300,Tinamous,Crypturellus transfasciatus,Pale-browed Tinamou,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,99200,Unknown,not applicable,Decreasing,inferred
22678191,310,Tinamous,Crypturellus boucardi,Slaty-breasted Tinamou,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,742000,20000-49999,suspected,Decreasing,suspected
22678194,320,Tinamous,Crypturellus kerriae,Choco Tinamou,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,3464,18770,1300-7800,inferred,Decreasing,suspected
22678223,330,Tinamous,Crypturellus variegatus,Variegated Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,9010000,Unknown,not applicable,Decreasing,suspected
22678226,340,Tinamous,Crypturellus brevirostris,Rusty Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1910000,Unknown,not applicable,Decreasing,suspected
22678229,350,Tinamous,Crypturellus bartletti,Bartlett's Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1990000,Unknown,not applicable,Decreasing,suspected
22678235,360,Tinamous,Crypturellus casiquiare,Barred Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,273000,Unknown,not applicable,Decreasing,inferred
22678232,370,Tinamous,Crypturellus parvirostris,Small-billed Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,7830000,Unknown,not applicable,Decreasing,suspected
22678238,380,Tinamous,Crypturellus tataupa,Tataupa Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,10600000,Unknown,not applicable,Decreasing,inferred
22733941,450,Tinamous,Rhynchotus rufescens,Red-winged Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,8700000,Unknown,not applicable,Decreasing,inferred
22733250,460,Tinamous,Rhynchotus maculicollis,Huayco Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,331000,Unknown,not applicable,Decreasing,suspected
22678246,480,Tinamous,Nothoprocta taczanowskii,Taczanowski's Tinamou,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,74200,1500-7000,estimated,Decreasing,suspected
22678254,490,Tinamous,Nothoprocta ornata,Ornate Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1370000,Unknown,not applicable,Decreasing,suspected
22678265,500,Tinamous,Nothoprocta perdicaria,Chilean Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,200000,Unknown,not applicable,Decreasing,suspected
22678262,510,Tinamous,Nothoprocta cinerascens,Brushland Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1460000,Unknown,not applicable,Decreasing,suspected
22678259,520,Tinamous,Nothoprocta pentlandii,Andean Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2970000,Unknown,not applicable,Stable,suspected
22678268,530,Tinamous,Nothoprocta curvirostris,Curve-billed Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,228000,Unknown,not applicable,Stable,suspected
22678283,550,Tinamous,Nothura boraquira,White-bellied Nothura,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4130000,Unknown,not applicable,Decreasing,suspected
22678280,560,Tinamous,Nothura minor,Lesser Nothura,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,874000,2500-9999,estimated,Decreasing,suspected
22678271,570,Tinamous,Nothura darwinii,Darwin's Nothura,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2670000,Unknown,not applicable,Increasing,suspected
154589710,580,Tinamous,Nothura maculosa,Spotted Nothura,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,7340000,Unknown,not applicable,Decreasing,suspected
22678286,610,Tinamous,Taoniscus nanus,Dwarf Tinamou,EN,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,196,1020000,2500-9999,estimated,Decreasing,estimated
22678289,620,Tinamous,Eudromia elegans,Elegant Crested Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2140000,Unknown,not applicable,Decreasing,suspected
22678294,630,Tinamous,Eudromia formosa,Quebracho Crested Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,292000,Unknown,not applicable,Decreasing,suspected
22678299,640,Tinamous,Tinamotis pentlandii,Puna Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1010000,Unknown,not applicable,Stable,suspected
22678302,650,Tinamous,Tinamotis ingoufi,Patagonian Tinamou,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,508000,Unknown,not applicable,Stable,suspected
22678108,660,"Cassowaries, Emus",Casuarius casuarius,Southern Cassowary,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1980000,20000-49999,suspected,Decreasing,suspected
22678111,670,"Cassowaries, Emus",Casuarius bennetti,Dwarf Cassowary,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1190000,Unknown,not applicable,Decreasing,suspected
22678114,680,"Cassowaries, Emus",Casuarius unappendiculatus,Northern Cassowary,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,498000,10000-19999,estimated,Decreasing,suspected
22678117,690,"Cassowaries, Emus",Dromaius novaehollandiae,Common Emu,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Nomadic,TRUE,FALSE,FALSE,Unknown,8850000,630000-725000,estimated,Stable,suspected
22728643,700,"Cassowaries, Emus",Dromaius minor,King Island Emu,EX,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,Unknown,Unknown,,,not applicable
22724449,710,"Cassowaries, Emus",Dromaius baudinianus,Kangaroo Island Emu,EX,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,Unknown,Unknown,,,not applicable
22678132,730,Kiwis,Apteryx haastii,Great Spotted Kiwi,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,21900,9300,estimated,Decreasing,inferred
22678129,740,Kiwis,Apteryx owenii,Little Spotted Kiwi,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,340,296000,1500,estimated,Increasing,estimated
45353580,750,Kiwis,Apteryx mantelli,North Island Brown Kiwi,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,157000,10000-19999,estimated,Stable,estimated
22678122,760,Kiwis,Apteryx australis,Southern Brown Kiwi,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,69300,16500,estimated,Decreasing,inferred
22732871,770,Kiwis,Apteryx rowi,Okarito Kiwi,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,428,428,350-400,estimated,Increasing,estimated
22678551,800,Megapodes,Alectura lathami,Australian Brushturkey,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,1860000,Unknown,estimated,Decreasing,suspected
22678555,810,Megapodes,Aepypodius arfakianus,Wattled Brushturkey,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,685000,6700-670000,estimated,Decreasing,suspected
22678559,820,Megapodes,Aepypodius bruijnii,Waigeo Brushturkey,EN,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,240,784,977,estimated,Decreasing,suspected
22678564,830,Megapodes,Talegalla cuvieri,Red-billed Brushturkey,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,237000,Unknown,not applicable,Decreasing,suspected
22678568,840,Megapodes,Talegalla fuscirostris,Yellow-legged Brushturkey,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,694000,6700-670000,estimated,Decreasing,suspected
22678572,850,Megapodes,Talegalla jobiensis,Red-legged Brushturkey,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,500000,6700-670000,estimated,Decreasing,suspected
22678646,860,Megapodes,Leipoa ocellata,Malleefowl,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2900000,"20000-30000, 25000",estimated,Decreasing,estimated
22678576,870,Megapodes,Macrocephalon maleo,Maleo,CR,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,TRUE,Unknown,373000,8000-14000,estimated,Decreasing,inferred
22678632,880,Megapodes,Eulipoa wallacei,Moluccan Scrubfowl,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,TRUE,Unknown,227000,Unknown,not applicable,Decreasing,inferred
22678583,890,Megapodes,Megapodius nicobariensis,Nicobar Scrubfowl,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,8700,750-1500,estimated,Stable,suspected
22678588,900,Megapodes,Megapodius cumingii,Philippine Scrubfowl,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,TRUE,Unknown,2050000,Unknown,suspected,Decreasing,suspected
22678593,910,Megapodes,Megapodius bernsteinii,Sula Scrubfowl,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,33000,10000-19999,inferred,Decreasing,inferred
22732420,920,Megapodes,Megapodius tenimberensis,Tanimbar Scrubfowl,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4000,670-6700,estimated,Decreasing,suspected
22678615,930,Megapodes,Megapodius layardi,Vanuatu Scrubfowl,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,65200,5000-20000,suspected,Decreasing,suspected
22678620,940,Megapodes,Megapodius laperouse,Micronesian Scrubfowl,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,TRUE,500,430000,"2600 - 15400, 4500",estimated,Unknown,not applicable
22678625,950,Megapodes,Megapodius pritchardii,Tongan Scrubfowl,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,104,1800,250-999,estimated,Increasing,suspected
22678602,960,Megapodes,Megapodius freycinet,Dusky Scrubfowl,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,360000,"5000-100000,10000-50000",estimated,Decreasing,suspected
22728514,970,Megapodes,Megapodius geelvinkianus,Biak Scrubfowl,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,12600,2500-9999,estimated,Decreasing,inferred
22678607,980,Megapodes,Megapodius decollatus,New Guinea Scrubfowl,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,510000,6700-670000,estimated,Decreasing,suspected
22678611,990,Megapodes,Megapodius eremita,Melanesian Scrubfowl,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,TRUE,Unknown,863000,6700-670000,estimated,Decreasing,suspected
22734302,1000,Megapodes,Megapodius reinwardt,Orange-footed Scrubfowl,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,6560000,100000-1000000,estimated,Decreasing,suspected
22678443,1050,"Guans, Chachalacas, Curassows",Chamaepetes unicolor,Black Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,43700,50000-499999,suspected,Decreasing,suspected
22678446,1060,"Guans, Chachalacas, Curassows",Chamaepetes goudotii,Sickle-winged Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2530000,Unknown,not applicable,Decreasing,suspected
22678449,1070,"Guans, Chachalacas, Curassows",Penelopina nigra,Highland Guan,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,13000,198000,20000-49999,suspected,Decreasing,inferred
22678354,1080,"Guans, Chachalacas, Curassows",Penelope argyrotis,Band-tailed Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,573000,45000,suspected,Decreasing,suspected
22678357,1090,"Guans, Chachalacas, Curassows",Penelope barbata,Bearded Guan,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,41600,1800-6500,estimated,Decreasing,inferred
22678360,1100,"Guans, Chachalacas, Curassows",Penelope ortoni,Baudo Guan,EN,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,181000,7000-21000,estimated,Decreasing,inferred
22678364,1110,"Guans, Chachalacas, Curassows",Penelope montagnii,Andean Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,3100000,Unknown,not applicable,Decreasing,suspected
22678367,1120,"Guans, Chachalacas, Curassows",Penelope marail,Marail Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1480000,Unknown,not applicable,Decreasing,suspected
22678370,1130,"Guans, Chachalacas, Curassows",Penelope superciliaris,Rusty-margined Guan,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,6960000,2000000-20000000,suspected,Decreasing,inferred
22678373,1140,"Guans, Chachalacas, Curassows",Penelope dabbenei,Red-faced Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,32900,Unknown,not applicable,Decreasing,suspected
22678386,1150,"Guans, Chachalacas, Curassows",Penelope jacquacu,Spix's Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,5880000,Unknown,not applicable,Decreasing,suspected
22678376,1160,"Guans, Chachalacas, Curassows",Penelope purpurascens,Crested Guan,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,7470000,50000-499999,suspected,Decreasing,inferred
22678379,1170,"Guans, Chachalacas, Curassows",Penelope perspicax,Cauca Guan,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,4180,35000,1000-2499,estimated,Decreasing,inferred
22678382,1180,"Guans, Chachalacas, Curassows",Penelope albipennis,White-winged Guan,EN,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4400,200,estimated,Stable,estimated
22678389,1190,"Guans, Chachalacas, Curassows",Penelope obscura,Dusky-legged Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,3110000,Unknown,not applicable,Decreasing,suspected
22678392,1200,"Guans, Chachalacas, Curassows",Penelope pileata,White-crested Guan,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,955000,Unknown,not applicable,Decreasing,inferred
22678395,1210,"Guans, Chachalacas, Curassows",Penelope ochrogaster,Chestnut-bellied Guan,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1310000,1000-15000,suspected,Decreasing,inferred
22678398,1220,"Guans, Chachalacas, Curassows",Penelope jacucaca,White-browed Guan,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,823000,Unknown,not applicable,Decreasing,inferred
22678401,1230,"Guans, Chachalacas, Curassows",Pipile pipile,Trinidad Piping-guan,CR,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2000,150-330,estimated,Increasing,observed
22727323,1240,"Guans, Chachalacas, Curassows",Pipile cumanensis,Blue-throated Piping-guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,8440000,Unknown,not applicable,Decreasing,suspected
22727333,1250,"Guans, Chachalacas, Curassows",Pipile grayi,White-throated Piping-guan,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,1180000,Unknown,not applicable,Decreasing,inferred
22678422,1260,"Guans, Chachalacas, Curassows",Pipile cujubi,Red-throated Piping-guan,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2640000,Unknown,not applicable,Decreasing,inferred
22678429,1270,"Guans, Chachalacas, Curassows",Pipile jacutinga,Black-fronted Piping-guan,EN,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,865000,1500-7000,estimated,Decreasing,suspected
22678440,1290,"Guans, Chachalacas, Curassows",Aburria aburri,Wattled Guan,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2200000,Unknown,,Decreasing,inferred
22678453,1300,"Guans, Chachalacas, Curassows",Oreophasis derbianus,Horned Guan,EN,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,56300,600-1700,estimated,Decreasing,inferred
22678305,1310,"Guans, Chachalacas, Curassows",Ortalis vetula,Plain Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1550000,2000000,inferred,Stable,suspected
22678308,1320,"Guans, Chachalacas, Curassows",Ortalis cinereiceps,Grey-headed Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,574000,500000-5000000,inferred,Stable,suspected
22678312,1330,"Guans, Chachalacas, Curassows",Ortalis garrula,Chestnut-winged Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,118000,Unknown,not applicable,Stable,suspected
22678315,1340,"Guans, Chachalacas, Curassows",Ortalis ruficauda,Rufous-vented Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1210000,Unknown,not applicable,Stable,suspected
22678318,1350,"Guans, Chachalacas, Curassows",Ortalis erythroptera,Rufous-headed Chachalaca,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,134000,1500-7000,estimated,Decreasing,inferred
22678322,1360,"Guans, Chachalacas, Curassows",Ortalis wagleri,Rufous-bellied Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,146000,50000-500000,inferred,Decreasing,suspected
22678325,1370,"Guans, Chachalacas, Curassows",Ortalis poliocephala,West Mexican Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,291000,50000-500000,suspected,Decreasing,suspected
22678328,1380,"Guans, Chachalacas, Curassows",Ortalis canicollis,Chaco Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1270000,Unknown,not applicable,Decreasing,suspected
22678331,1390,"Guans, Chachalacas, Curassows",Ortalis leucogastra,White-bellied Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,114000,50000-500000,suspected,Stable,suspected
22728519,1400,"Guans, Chachalacas, Curassows",Ortalis columbiana,Colombian Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,146000,Unknown,not applicable,Decreasing,suspected
155238855,1410,"Guans, Chachalacas, Curassows",Ortalis guttata,Speckled Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,6320000,Unknown,not applicable,Unknown,not applicable
22731569,1420,"Guans, Chachalacas, Curassows",Ortalis araucuan,East Brazilian Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,524000,Unknown,,Decreasing,suspected
155246763,1430,"Guans, Chachalacas, Curassows",Ortalis squamata,Scaled Chachalaca,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,489000,Unknown,not applicable,Decreasing,suspected
